state,year,obesity_pct,obesity_ci_low,obesity_ci_high,sample_size,diabetes_pct,diabetes_ci_low,diabetes_ci_high,glp1_prescriptions,n_cells,n_suppressed_cells,pct_cells_suppressed,medicaid_enrollment,population,pct_65plus,income_pc_nominal,income_pc_real,unemployment_rate,glp1_per_1000_enrollees,glp1_per_1000_pop,log_income_pc,log_population
ME,2019,31.7,30.3,33.1,10455.0,10.6,9.8,11.4,5329.0,43.0,7.0,16.27906976744186,283397.0,1345770,21.213983030360733,49983.0,61328.590271030014,2.9,18.804009922476244,3.9598148271992986,11.024001412395144,14.112476897914108
ME,2020,31.0,29.6,32.5,9682.0,10.3,9.5,11.1,0.0,,,,327310.0,1364571,21.31511060204529,54331.0,65851.20813501735,5.116666666666667,0.0,0.0,11.09515305377636,14.126350651488806
ME,2021,31.9,30.6,33.2,10794.0,10.4,9.7,11.2,15080.0,69.0,16.0,23.18840579710145,390602.0,1378931,21.817359907819387,59381.0,68742.56854193748,4.616666666666666,38.6070731844691,10.936007675510957,11.138123915750793,14.136819119265425
ME,2022,33.1,31.8,34.5,9780.0,11.1,10.3,12.0,21281.0,87.0,31.0,35.632183908045974,426352.0,1390922,22.36993076162216,61587.0,66013.42768658992,2.833333333333333,49.91415543963673,15.299923360188421,11.097613450112275,14.145477394566976
ME,2023,32.6,31.4,33.9,11304.0,11.4,10.7,12.1,30637.0,98.0,20.0,20.408163265306122,,1399646,22.953114065780262,65337.0,67264.1312830942,2.6333333333333333,,21.889106245436345,11.116382405993374,14.151729905468873
ME,2024,33.2,32.1,34.4,11275.0,11.5,10.8,12.2,34062.0,105.0,21.0,20.0,,1405012,23.520266747948256,68764.0,68764.0,2.9916666666666667,,24.243209310667808,11.138435631161384,14.155556401638776
MD,2011,28.3,26.9,29.7,9450.0,9.4,8.6,10.2,1481.0,37.0,15.0,40.54054054054054,,5840241,12.556672895781066,51797.0,72233.48757330686,7.283333333333334,,0.2535854256699338,11.187659034155956,15.580282621076233
MD,2012,27.6,26.3,28.9,11947.0,10.2,9.4,11.0,1684.0,43.0,21.0,48.83720930232558,,5888375,13.045413826347357,52481.0,71703.57081397698,6.866666666666667,,0.28598722058292825,11.180295827495144,15.588490626221496
MD,2013,28.3,27.0,29.5,12169.0,9.8,9.1,10.6,2317.0,38.0,12.0,31.57894736842105,,5925197,13.451735154659772,51871.0,69847.00031872823,6.566666666666666,,0.3910418505916343,11.154062419149193,15.594724493377882
MD,2014,29.6,28.1,31.1,11713.0,10.1,9.3,10.9,4087.0,45.0,18.0,40.0,,5960064,13.85863791711436,53075.0,70327.38201176134,5.733333333333333,,0.6857308914803599,11.160916504263442,15.600591777238911
MD,2015,28.9,27.2,30.7,11357.0,10.3,9.4,11.3,6843.0,88.0,43.0,48.86363636363637,,5988528,14.24023923325326,55032.0,72834.11686081588,5.033333333333333,,1.1426848133631504,11.195939762606214,15.605356196987055
MD,2016,29.9,28.9,31.0,16701.0,10.8,10.1,11.4,10820.0,83.0,33.0,39.75903614457831,1180576.0,6007014,14.673958827928274,56606.0,73983.91617333649,4.25,9.165017754045483,1.801227698154191,11.211602999553621,15.608438344443867
MD,2017,31.3,30.0,32.6,12386.0,10.4,9.7,11.1,17264.0,90.0,45.0,50.0,1252769.0,6028186,15.066757255129522,58245.0,74538.33695798139,4.066666666666666,13.780673053052878,2.8638797807499636,11.21906886205162,15.611956694257795
MD,2018,30.9,29.8,32.1,16029.0,12.0,11.3,12.7,23534.0,115.0,54.0,46.95652173913044,1258857.0,6042153,15.508098845319571,59915.0,74847.29188638832,3.8083333333333336,18.69473657452753,3.894969227028842,11.223205208650668,15.614270963348954
MD,2019,32.3,31.1,33.4,15864.0,11.0,10.4,11.7,34270.0,120.0,58.0,48.333333333333336,1263754.0,6054954,15.952608549891536,61723.0,75733.44091588711,3.3833333333333333,27.117619410106713,5.659828299273619,11.234975097704298,15.616387337913222
MD,2020,31.0,29.8,32.2,12562.0,10.2,9.5,10.8,47753.0,120.0,47.0,39.166666666666664,1335952.0,6177935,15.83069624500203,64863.0,78616.38683737886,6.516666666666667,35.7445477083009,7.729605442595301,11.27233544062366,15.636494631201042
MD,2021,34.3,33.2,35.5,13530.0,11.1,10.4,11.8,66725.0,162.0,62.0,38.27160493827161,1471823.0,6179403,16.274798815108987,69268.0,80188.27971510963,5.2,45.33493497519743,10.797968671083598,11.292132644959786,15.636732222825858
MD,2022,33.2,31.9,34.4,14263.0,11.9,11.2,12.7,94550.0,198.0,66.0,33.333333333333336,1567635.0,6192440,16.741260700020334,70886.0,75980.7724843167,3.0,60.313784777706545,15.268617863071746,11.23823559363277,15.638839751158622
MD,2023,34.1,32.8,35.3,15316.0,12.2,11.5,13.0,122197.0,239.0,83.0,34.72803347280335,,6217062,17.233933780216365,75624.0,77854.54894091733,2.216666666666667,,19.655103970331968,11.262597607679876,15.64280800585737
MD,2024,32.7,31.5,33.8,12984.0,12.4,11.7,13.2,134176.0,236.0,87.0,36.86440677966102,,6263220,17.67836823848536,79486.0,79486.0,3.1666666666666665,,21.422846395304653,11.283336184505956,15.650204987826587
MA,2011,22.7,21.8,23.7,20532.0,8.0,7.5,8.5,2885.0,20.0,3.0,15.0,,6614218,13.955388829967498,54757.0,76361.35450029082,7.233333333333333,,0.4361815712756973,11.243232016030852,15.70473213236775
MA,2012,22.9,22.0,23.8,19904.0,8.4,7.9,8.9,3687.0,39.0,6.0,15.384615384615385,,6664269,14.410055949994195,56259.0,76865.36442566893,6.7,,0.5532489759942163,11.249810656448698,15.712270828160584
MA,2013,23.6,22.5,24.8,13883.0,8.5,7.9,9.2,4442.0,41.0,1.0,2.4390243902439024,,6715158,14.759206199309864,56119.0,75567.15333976036,6.658333333333334,,0.6614885308729891,11.2327769881212,15.719877917074427
MA,2014,23.3,22.3,24.4,14394.0,9.7,9.0,10.4,6056.0,45.0,3.0,6.666666666666667,,6764864,15.100705744293704,58129.0,77024.21835066745,5.758333333333333,,0.8952138579578244,11.251875175418148,15.727252715911186
MA,2015,24.3,23.0,25.6,8206.0,8.9,8.2,9.7,9655.0,100.0,33.0,33.0,,6797484,15.434598070285103,61536.0,81442.07397781592,4.8,,1.42037848121452,11.307647297788868,15.732063101679445
MA,2016,23.6,22.3,24.9,7480.0,9.3,8.5,10.1,16443.0,91.0,10.0,10.989010989010989,1754529.0,6827280,15.787025799241771,63476.0,82962.990902355,4.016666666666667,9.371745921555016,2.4084261960839455,11.326149894596295,15.736436909181764
MA,2017,25.9,24.1,27.7,6272.0,9.5,8.5,10.6,22798.0,91.0,11.0,12.087912087912088,1739529.0,6863560,16.121037951391774,66069.0,84551.00668687222,3.8333333333333335,13.10584646763578,3.3215998694555013,11.345110260664743,15.741736815531176
MA,2018,25.7,24.3,27.2,6092.0,8.6,7.8,9.5,31886.0,103.0,22.0,21.359223300970875,1712795.0,6885720,16.515807051225224,69191.0,86435.0992724876,3.458333333333333,18.6163551388228,4.630743045026518,11.367149113878094,15.74496025984069
MA,2019,25.2,23.9,26.5,6787.0,8.4,7.7,9.2,45719.0,107.0,30.0,28.037383177570092,1653642.0,6894883,16.948802240945145,72381.0,88810.68948257255,3.0500000000000003,27.647459365449112,6.6308594359034085,11.394262298791523,15.746290100247583
MA,2020,24.4,23.0,25.9,6124.0,8.8,7.9,9.7,63697.0,123.0,41.0,33.333333333333336,1712078.0,6994598,16.975707362862103,77596.0,94049.26002548831,9.341666666666669,37.204496524106965,9.106599121207537,11.451573966813996,15.760648694809118
MA,2021,27.4,25.9,28.8,6686.0,8.9,8.1,9.9,85847.0,168.0,52.0,30.952380952380953,1881538.0,7000474,17.386744507820918,84132.0,97395.62783668654,5.316666666666666,45.6259719442286,12.263026760759344,11.486536599882712,15.761488419012792
MA,2022,27.2,26.0,28.5,9701.0,10.5,9.6,11.4,121224.0,208.0,86.0,41.34615384615385,2072783.0,7022468,17.881665544974354,85405.0,91543.29309063945,3.641666666666667,58.483690767436826,17.262307211652654,11.42456728789572,15.764625281168382
MA,2023,27.4,26.0,28.8,8436.0,9.8,8.9,10.8,187225.0,234.0,69.0,29.487179487179485,,7066568,18.349917940597827,89860.0,92510.44334908007,3.466666666666667,,26.494473696425196,11.435076818198807,15.770885488612507
MA,2024,27.0,25.8,28.2,8302.0,9.6,8.9,10.3,255295.0,295.0,66.0,22.372881355932204,,7136171,18.74360607491055,93575.0,93575.0,3.983333333333333,,35.77478734744445,11.446518532772629,15.78068691595936
MI,2011,31.3,30.0,32.6,10579.0,10.0,9.3,10.7,2174.0,40.0,8.0,20.0,,9883053,14.059083183737348,37689.0,52559.1812875333,10.141666666666667,,0.21997251254242994,10.869695076315965,16.106332030088048
MI,2012,31.1,29.8,32.3,10052.0,10.4,9.7,11.2,2994.0,41.0,6.0,14.634146341463415,,9898289,14.588149002807045,39042.0,53342.17739218554,9.066666666666666,,0.30247651892160354,10.884482617903705,16.10787247188546
MI,2013,31.5,30.4,32.6,12177.0,10.4,9.7,11.0,3706.0,40.0,2.0,5.0,,9914802,15.01137436310882,39292.0,52908.72234048832,8.733333333333333,,0.3737845697775911,10.876323487817697,16.10953934999382
MI,2014,30.7,29.4,32.0,8024.0,10.4,9.7,11.1,5803.0,43.0,2.0,4.651162790697675,,9932033,15.42519983730577,40829.0,54100.7382036402,7.225,,0.5842711154906554,10.898603109910429,16.11127574819831
MI,2015,31.2,29.9,32.4,8329.0,10.7,10.0,11.5,10082.0,98.0,32.0,32.6530612244898,,9934483,15.829597040249652,42982.0,56886.10282947354,5.416666666666667,,1.014848986102246,10.948806351785514,16.1115223943654
MI,2016,32.5,31.4,33.6,11130.0,11.2,10.5,11.8,17460.0,97.0,24.0,24.742268041237114,2367567.0,9954117,16.257892989707567,44080.0,57612.46201675922,4.991666666666666,7.374659302144353,1.7540480988921467,10.961494177740358,16.113496792400273
MI,2017,32.3,31.1,33.4,10129.0,11.0,10.4,11.8,22152.0,96.0,17.0,17.708333333333332,2430634.0,9976752,16.691572282521232,45264.0,57926.05861560768,4.583333333333333,9.11367157704533,2.2203618973389334,10.96692262475909,16.115768144415206
MI,2018,33.0,31.8,34.2,9589.0,11.7,10.9,12.5,27043.0,106.0,31.0,29.245283018867923,2438632.0,9987286,17.152549632261064,47089.0,58824.7371716288,4.166666666666667,11.089414064934767,2.707742623972118,10.98231774561497,16.116823442043632
MI,2019,36.0,34.7,37.3,9857.0,11.1,10.4,11.8,31932.0,97.0,24.0,24.742268041237114,2404605.0,9984795,17.665322190390906,48577.0,59603.44376279585,4.075,13.27951992115129,3.198062654265811,10.995468632639133,16.1165739938251
MI,2020,35.2,33.7,36.7,6757.0,12.3,11.4,13.3,45193.0,106.0,37.0,34.905660377358494,2545009.0,10072703,17.64773873278793,52820.0,64019.81950804543,10.075,17.757501054023777,4.486680486856408,11.066947994214123,16.12533964972889
MI,2021,34.4,33.1,35.7,8320.0,10.8,10.1,11.6,97743.0,162.0,48.0,29.62962962962963,2809304.0,10041351,18.14912000484501,57084.0,66083.44053902694,5.691666666666666,34.79260343487213,9.73404873507559,11.098673473108025,16.122222224928226
MI,2022,34.5,33.2,35.8,8750.0,11.6,10.9,12.4,196390.0,248.0,90.0,36.29032258064516,2958233.0,10050877,18.61800154226772,58052.0,62224.35747904456,4.15,66.38760368098119,19.5395884359146,11.038501801413812,16.123170452343697
MI,2023,35.4,34.0,36.8,9087.0,12.4,11.6,13.3,354520.0,268.0,51.0,19.029850746268657,,10083356,19.1253487342803,61335.0,63144.091284396025,3.9,,35.158929229514456,11.053174557041508,16.126396701704373
MI,2024,36.1,34.8,37.5,10330.0,13.6,12.8,14.5,397570.0,314.0,67.0,21.337579617834393,,10140459,19.58779023799792,63945.0,63945.0,4.683333333333334,,39.20631206141655,11.065778617867421,16.132043821375014
MN,2011,25.7,24.6,26.8,14387.0,7.3,6.8,7.9,3395.0,40.0,8.0,20.0,,5346620,13.08803145702927,45134.0,62941.603338680456,6.575,,0.6349806045688678,11.049962644375293,15.49197514351689
MN,2012,25.7,24.7,26.8,11429.0,7.3,6.8,8.0,5416.0,43.0,7.0,16.27906976744186,,5377500,13.546951823740836,47399.0,64760.15230296098,5.658333333333334,,1.007159460715946,11.078445759594874,15.497734140124022
MN,2013,25.5,24.1,26.8,13450.0,7.4,6.7,8.3,6354.0,41.0,1.0,2.4390243902439024,,5414722,13.910187110033457,47413.0,63844.071371515136,5.041666666666667,,1.1734674467128692,11.06419900470664,15.504632098225843
MN,2014,27.6,26.8,28.5,15309.0,8.1,7.7,8.6,8834.0,46.0,5.0,10.869565217391305,,5452665,14.269417599095163,49357.0,65400.821365134325,4.241666666666666,,1.6201252048310322,11.088290096466338,15.511615037948062
MN,2015,26.1,25.3,27.0,15340.0,7.6,7.1,8.0,10792.0,93.0,35.0,37.634408602150536,,5484002,14.63356081294317,51353.0,67965.00950635044,3.758333333333333,,1.9679059198009046,11.126748285640602,15.517345684361576
MN,2016,27.8,26.9,28.6,15420.0,8.4,8.0,8.9,15589.0,85.0,24.0,28.235294117647058,1106955.0,5525360,15.02612044137055,51982.0,67940.35845179623,3.8666666666666663,14.082776625969439,2.8213546266668597,11.1263855177059,15.524858961616417
MN,2017,28.4,27.5,29.4,15445.0,7.8,7.3,8.2,20647.0,78.0,9.0,11.538461538461538,1120265.0,5569283,15.423233911880784,53826.0,68883.17495236169,3.4416666666666664,18.430460649935505,3.7072994854095223,11.14016723200508,15.53277687830347
MN,2018,30.1,29.2,30.9,15631.0,8.9,8.5,9.4,25775.0,96.0,24.0,25.0,1104202.0,5608762,15.85160130174547,56201.0,70207.67172338997,3.025,23.342649261638723,4.595488273526315,11.159212867851837,15.539840575784194
MN,2019,30.1,29.2,31.1,14139.0,8.8,8.3,9.3,31109.0,95.0,22.0,23.157894736842106,1053304.0,5640053,16.305880345524773,57903.0,71046.34300589102,3.275,29.534683244343512,5.515728309645318,11.171087661488283,15.545404020593208
MN,2020,30.7,29.8,31.7,14247.0,8.8,8.3,9.3,39338.0,108.0,21.0,19.444444444444443,1116893.0,5710735,16.310271031376313,61372.0,74385.1640069626,6.291666666666667,35.22092089394418,6.888430298376654,11.217011792428096,15.557858294889442
MN,2021,32.4,31.5,33.3,14380.0,9.0,8.5,9.5,47475.0,151.0,45.0,29.801324503311257,1257114.0,5718660,16.78430756671166,67730.0,78407.81002922526,3.6833333333333336,37.76507142550317,8.301769995068774,11.269678819096693,15.559245070177212
MN,2022,33.6,32.6,34.7,15208.0,10.2,9.6,10.8,57793.0,208.0,76.0,36.53846153846154,1355649.0,5721621,17.311022490008277,69467.0,74459.78503749722,2.4166666666666665,42.63124156769193,10.100808844206913,11.218014460469776,15.559762714816555
MN,2023,33.3,32.1,34.4,14412.0,10.5,9.7,11.3,86424.0,241.0,50.0,20.74688796680498,,5753048,17.79527528941212,72674.0,74817.53794737419,2.7916666666666665,,15.022297745473356,11.222807601017143,15.565240359283594
MN,2024,32.3,31.4,33.3,13528.0,10.1,9.5,10.7,116869.0,266.0,54.0,20.30075187969925,,5793151,18.250126973527703,75548.0,75548.0,3.1333333333333333,,20.17364988414768,11.232523494815737,15.572186915680705
MS,2011,34.9,33.5,36.3,8504.0,12.3,11.5,13.2,1061.0,25.0,5.0,20.0,,2979147,13.11756076451594,32454.0,45258.71393524916,9.8,,0.3561422111765549,10.72015050374292,14.9071475758959
MS,2012,34.6,33.1,36.2,7429.0,12.5,11.7,13.5,1032.0,42.0,20.0,47.61904761904762,,2984599,13.589149008373331,33441.0,45689.661241024456,8.825000000000001,,0.3457750940746144,10.729627320238398,14.908975957426176
MS,2013,35.1,33.5,36.8,7032.0,12.9,11.9,13.9,699.0,34.0,11.0,32.35294117647059,,2989839,13.94118032797911,33976.0,45750.45175202156,8.491666666666665,,0.23379185300613176,10.730956945016043,14.910730097763267
MS,2014,35.5,33.4,37.6,3975.0,13.0,11.8,14.3,822.0,38.0,15.0,39.473684210526315,,2991892,14.321160683811218,34623.0,45877.436597140135,7.6,,0.2747425374980113,10.7337286977805,14.911416521168334
MS,2015,35.6,33.8,37.5,5664.0,14.7,13.6,15.9,2064.0,73.0,43.0,58.9041095890411,,2990231,14.712060431213652,35100.0,46454.38112034157,6.45,,0.6902476765172991,10.74622605885432,14.910861199907744
MS,2016,37.3,35.4,39.1,4821.0,13.6,12.5,14.7,4482.0,70.0,23.0,32.857142857142854,722413.0,2990595,15.095046305471673,35638.0,46578.78678206137,5.991666666666667,6.204207288628527,1.4986984195452744,10.748900497200921,14.910982922225179
MS,2017,37.3,35.3,39.3,4750.0,14.2,13.0,15.4,6193.0,69.0,25.0,36.231884057971016,708834.0,2990674,15.494493534135252,36579.0,46811.53451087649,5.208333333333333,8.736883388776498,2.070770669086634,10.753884915446116,14.911009338024236
MS,2018,39.5,37.8,41.2,5477.0,14.3,13.3,15.4,7763.0,72.0,24.0,33.333333333333336,680431.0,2982879,15.93016447148988,37624.0,47000.82633620086,4.941666666666667,11.408945212666678,2.6025192439921296,10.757920462158935,14.908399499482758
MS,2019,40.8,39.0,42.7,4737.0,14.8,13.7,16.0,9614.0,75.0,28.0,37.333333333333336,664477.0,2978227,16.416199092701795,39142.0,48026.80272069817,5.491666666666667,14.468521860049332,3.2280951049063753,10.77951452406288,14.906838714975866
MS,2020,39.7,38.1,41.3,6075.0,14.6,13.6,15.7,12298.0,94.0,46.0,48.93617021276596,684228.0,2958536,16.49315457035442,42464.0,51467.95940154565,8.0,17.973540983414885,4.156785653444812,10.848714745494934,14.900205109353397
MS,2021,39.1,37.1,41.1,4110.0,15.2,14.0,16.6,13579.0,118.0,43.0,36.440677966101696,785626.0,2947209,16.82154532159062,47035.0,54450.18964601521,5.408333333333334,17.28430576381128,4.607409925797594,10.905041611293797,14.89636917878439
MS,2022,39.5,37.5,41.4,3935.0,15.3,14.0,16.8,18003.0,164.0,71.0,43.292682926829265,828964.0,2941939,17.209797228376157,46995.0,50372.66036876765,3.733333333333333,21.717469033637165,6.119433475677096,10.827203853877961,14.894579445734138
MS,2023,40.1,37.9,42.2,3837.0,17.0,15.4,18.7,30181.0,234.0,88.0,37.60683760683761,,2943172,17.64016484726804,49673.0,51138.11765500617,3.1166666666666667,,10.254582470885154,10.842285440483092,14.894998469272705
MS,2024,40.4,38.1,42.7,2824.0,15.2,13.6,16.9,41467.0,233.0,84.0,36.05150214592275,,2943045,18.032745515489,51948.0,51948.0,3.1750000000000003,,14.089828731806683,10.85799849722998,14.894955317618589
MO,2011,30.3,28.6,32.0,6095.0,10.2,9.3,11.2,6081.0,20.0,2.0,10.0,,6011182,14.233913789296436,38402.0,53553.49517906693,8.575000000000001,,1.011614687427531,10.8884363431963,15.609131959386925
MO,2012,29.6,28.0,31.2,6446.0,10.7,9.7,11.7,7715.0,21.0,2.0,9.523809523809524,,6026027,14.70495214315439,39983.0,54627.84382643704,7.141666666666667,,1.2802796934032987,10.908298991938642,15.611598479246481
MO,2013,30.4,28.8,32.1,6783.0,9.6,8.8,10.5,8491.0,21.0,1.0,4.761904761904762,,6042989,15.07818929767852,40121.0,54025.01397288842,6.758333333333333,,1.4050993639074967,10.897202440012506,15.614409315054102
MO,2014,30.2,28.6,31.9,6695.0,11.1,10.2,12.1,8404.0,29.0,7.0,24.137931034482758,,6059130,15.440357233719634,41380.0,54830.84442103974,6.166666666666667,,1.3869978033149974,10.912008168991518,15.617076783382712
MO,2015,32.4,30.8,34.0,6764.0,11.5,10.6,12.4,9954.0,55.0,12.0,21.818181818181817,,6075411,15.770911559605656,42677.0,56482.43940378397,5.1000000000000005,,1.63840767315989,10.941685061811349,15.619760199223423
MO,2016,31.7,30.0,33.4,6578.0,11.5,10.6,12.6,12063.0,50.0,10.0,20.0,1048975.0,6091384,16.14796021659459,43826.0,57280.4845813632,4.575,11.499797421292214,1.9803381300538596,10.95571526146891,15.622385871666609
MO,2017,32.5,30.9,34.0,7010.0,10.4,9.6,11.3,14045.0,40.0,3.0,7.5,1059143.0,6111382,16.513296317487207,44781.0,57307.94518525821,3.7916666666666665,13.260721167963155,2.298170855626436,10.956194552519092,15.625663492150828
MO,2018,35.0,33.3,36.8,5802.0,11.5,10.5,12.5,17509.0,51.0,11.0,21.568627450980394,1020048.0,6125986,16.90332403209329,46680.0,58313.80431038316,3.233333333333333,17.164878515520837,2.858152140732937,10.973594124934545,15.628050281031078
MO,2019,34.8,33.2,36.4,6726.0,10.3,9.5,11.2,20997.0,43.0,2.0,4.651162790697675,938063.0,6140475,17.343354088932546,48425.0,59416.94143758134,3.233333333333333,22.383358047380614,3.4194423069876514,10.992334674073161,15.630412658694592
MO,2020,34.0,32.7,35.4,8439.0,10.8,10.0,11.6,25211.0,49.0,9.0,18.367346938775512,980169.0,6154744,17.186908096012335,52204.0,63273.204422529416,6.216666666666666,25.72107463100751,4.096189865898565,11.055217207650418,15.63273372453425
MO,2021,37.3,35.9,38.7,11225.0,11.3,10.5,12.1,31614.0,68.0,19.0,27.941176470588236,1154898.0,6171374,17.508280929413505,56896.0,65865.8018518057,4.116666666666666,27.373846001984592,5.122684186698132,11.095374645761321,15.635432061527338
MO,2022,36.4,34.9,38.0,6846.0,11.7,10.8,12.7,59759.0,88.0,32.0,36.36363636363637,1384665.0,6179414,17.92857673464449,58527.0,62733.49704017159,2.6333333333333333,43.15773129240647,9.670658091527773,11.04665082702893,15.63673400293151
MO,2023,35.3,33.7,36.9,6585.0,12.3,11.4,13.4,116884.0,105.0,23.0,21.904761904761905,,6208038,18.35705545366557,62456.0,64298.15546194241,3.1166666666666667,,18.827848669740746,11.071286223374782,15.641355461960478
MO,2024,34.6,33.1,36.2,6739.0,11.2,10.4,12.2,128660.0,102.0,21.0,20.58823529411765,,6245466,18.773092515484898,64940.0,64940.0,3.7,,20.600544458972315,11.081219045656837,15.647366318453662
MT,2011,24.6,23.3,26.0,9882.0,7.9,7.2,8.7,415.0,16.0,3.0,18.75,,997518,15.154575339431435,38150.0,53202.068670418295,6.625,,0.4160325928955668,10.881852559356041,13.813025472696127
MT,2012,24.3,23.1,25.5,8357.0,7.2,6.6,7.9,586.0,20.0,4.0,20.0,,1004168,15.7394010960608,40217.0,54947.5525890458,5.783333333333334,,0.5835676898686276,10.914134419969015,13.819669895912886
MT,2013,24.6,23.4,25.8,9323.0,7.7,7.0,8.4,719.0,24.0,5.0,20.833333333333332,,1014158,16.172349589061707,40142.0,54053.29156550652,5.3,,0.7089625088004039,10.897725719742375,13.829569269535252
MT,2014,26.4,24.9,27.9,7064.0,8.8,8.0,9.6,729.0,24.0,5.0,20.833333333333332,,1022657,16.65099506491773,41850.0,55453.62104931158,4.641666666666667,,0.7128489806455146,10.923302293609606,13.837914700344506
MT,2015,23.6,22.1,25.2,5563.0,7.9,7.0,8.8,1116.0,44.0,19.0,43.18181818181818,,1031495,17.135151228567924,43095.0,57035.65681997493,4.241666666666666,,1.0819247790827875,10.951431909481862,13.846519764171953
MT,2016,25.5,23.9,27.2,5483.0,8.1,7.3,9.0,2670.0,47.0,15.0,31.914893617021278,199937.0,1042137,17.64520651893395,43301.0,56594.3107483596,4.266666666666667,13.354206575071148,2.5620431862605395,10.943663742325686,13.856783970580047
MT,2017,25.3,23.8,26.9,5512.0,7.9,7.0,8.8,4724.0,43.0,3.0,6.976744186046512,259235.0,1053862,18.14014868755808,45369.0,58060.43110046627,4.1,18.222847995062395,4.482560335224156,10.969239662636593,13.86797206972012
MT,2018,26.9,25.2,28.5,4804.0,9.3,8.4,10.4,6920.0,49.0,10.0,20.408163265306122,256512.0,1061818,18.72703769220302,47208.0,58973.3948989839,3.725,26.977295409181636,6.517124403617192,10.984841687271057,13.875493091333093
MT,2019,28.3,27.0,29.7,6043.0,7.6,6.9,8.3,9009.0,43.0,2.0,4.651162790697675,248851.0,1070123,19.301268937014445,49654.0,60924.91089605915,3.5,36.20238616682272,8.418658415901723,11.017397415973818,13.883284153102496
MT,2020,28.5,27.1,30.0,5852.0,9.1,8.3,9.9,10558.0,51.0,11.0,21.568627450980394,242910.0,1087230,19.387524417914744,53572.0,64931.27169036369,5.825,43.46465769214936,9.710916733349888,11.081084630870013,13.899143735257352
MT,2021,31.8,30.3,33.3,5787.0,8.9,8.1,9.7,12560.0,63.0,9.0,14.285714285714286,271840.0,1106522,19.71890225938768,59236.0,68574.70891615514,3.3833333333333333,46.20364920541495,11.35088141040124,11.135679071045137,13.916732320788013
MT,2022,30.5,29.1,32.0,6532.0,8.4,7.7,9.2,16913.0,77.0,22.0,28.571428571428573,292173.0,1122095,20.07454482074384,62117.0,66581.52024953165,2.6583333333333337,57.88693684905861,15.072698835660082,11.106182344294766,13.930708031712186
MT,2023,30.5,29.0,31.9,6705.0,9.4,8.7,10.3,21859.0,93.0,20.0,21.50537634408602,,1131302,20.580436337910545,66221.0,68174.2050859051,2.733333333333333,,19.32198475738574,11.129821547739763,13.938879739790659
MT,2024,31.0,29.5,32.4,6402.0,8.7,8.0,9.5,22247.0,103.0,30.0,29.12621359223301,,1137233,21.10874463684909,69220.0,69220.0,3.0,,19.56239398610487,11.145045117189335,13.944108676980228
NE,2011,28.4,27.6,29.2,24366.0,8.4,7.9,8.8,328.0,19.0,6.0,31.57894736842105,,1840914,13.59941529239471,45607.0,63601.225317215394,4.366666666666666,,0.17817236437986783,11.06038801513658,14.425772745381563
NE,2012,28.6,27.7,29.6,18385.0,8.1,7.6,8.6,295.0,18.0,6.0,33.333333333333336,,1853691,13.934151553096314,46385.0,63374.74766498966,3.9166666666666665,,0.15914194976401136,11.056820759268037,14.43268934455084
NE,2013,29.6,28.4,30.7,16250.0,9.2,8.5,9.9,496.0,20.0,1.0,5.0,,1865813,14.167732066721925,45911.0,61821.550223306505,3.716666666666667,,0.2658358581486998,11.032007291775882,14.43920744100536
NE,2014,30.2,29.2,31.3,21130.0,9.2,8.6,9.7,649.0,22.0,2.0,9.090909090909092,,1879955,14.459516450195652,48187.0,63850.50507773422,3.233333333333333,,0.3452210292267634,11.064299771808948,14.446758398349445
NE,2015,31.4,30.3,32.5,16265.0,8.8,8.2,9.4,1107.0,45.0,13.0,28.88888888888889,,1892059,14.751505688628471,49708.0,65787.87398090994,2.975,,0.5850768924224878,11.094190814326248,14.453176212040098
NE,2016,32.0,30.8,33.2,14173.0,8.8,8.2,9.5,1388.0,42.0,7.0,16.666666666666668,217417.0,1906483,15.071486246490432,48688.0,63635.107773865086,3.108333333333334,6.384045405833031,0.7280421593059052,11.060920606050313,14.460770741376638
NE,2017,32.8,31.6,34.0,14330.0,10.1,9.5,10.8,2210.0,56.0,21.0,37.5,219489.0,1916998,15.39814105221721,49533.0,63389.25992857228,2.958333333333333,10.068841718719389,1.1528441865875707,11.057049724317684,14.46627097873042
NE,2018,34.1,32.9,35.3,13669.0,9.7,9.1,10.4,3442.0,55.0,25.0,45.45454545454545,220068.0,1925512,15.73861954532379,51436.0,64255.11650618826,2.908333333333333,15.640620171946853,1.7875764991337368,11.07061663392438,14.470702464365175
NE,2019,34.1,33.0,35.2,14710.0,10.2,9.6,10.8,4109.0,57.0,27.0,47.36842105263158,218633.0,1932571,16.16098942607991,53513.0,65659.86137634053,3.1166666666666667,18.79405213302658,2.126183203618392,11.092243079818822,14.474361798742944
NE,2020,34.0,32.8,35.2,13601.0,9.9,9.3,10.5,5387.0,58.0,25.0,43.10344827586207,236524.0,1963387,16.065780504779124,56911.0,68978.26482435392,4.266666666666667,22.775701408736534,2.7437280576880667,11.141546731410077,14.490181601051276
NE,2021,35.9,34.8,37.1,13699.0,9.6,9.0,10.3,11144.0,73.0,17.0,23.28767123287671,302552.0,1964537,16.42326428662258,63652.0,73686.902760671,2.658333333333333,36.833337740289274,5.6725834127837755,11.20758035221782,14.490767152112273
