state,year,obesity_pct,obesity_ci_low,obesity_ci_high,sample_size,diabetes_pct,diabetes_ci_low,diabetes_ci_high,glp1_prescriptions,n_cells,n_suppressed_cells,pct_cells_suppressed,medicaid_enrollment,population,pct_65plus,income_pc_nominal,income_pc_real,unemployment_rate,glp1_per_1000_enrollees,glp1_per_1000_pop,log_income_pc,log_population
HI,2016,23.8,22.5,25.2,7659.0,10.5,9.6,11.4,4100.0,42.0,15.0,35.714285714285715,360181.0,1428885,17.840830690308977,48561.0,63469.119056167074,2.908333333333333,11.383165686141135,2.8693701732469723,11.058308752515632,14.172404977816406
HI,2017,23.8,22.4,25.2,7319.0,10.9,10.0,11.8,5403.0,45.0,16.0,35.55555555555556,337524.0,1425763,18.43176325481128,50506.0,64634.44495492846,2.2333333333333334,16.00775055996018,3.789549876101428,11.076502751304808,14.170217666985282
HI,2018,24.9,23.6,26.3,7474.0,11.5,10.6,12.5,8072.0,54.0,22.0,40.74074074074074,330707.0,1423102,19.025997590396425,51554.0,64402.52500894373,2.4,24.408313098906284,5.672116264329612,11.072908119537235,14.168349554053378
HI,2019,25.0,23.7,26.3,7341.0,10.5,9.7,11.4,10568.0,43.0,11.0,25.58139534883721,318653.0,1415615,19.631329679712184,53940.0,66183.78567151549,2.5083333333333333,33.16460224758593,7.4653065981923055,11.100190782491687,14.163074623610926
HI,2020,24.5,23.2,25.9,7383.0,10.9,10.0,11.9,13313.0,45.0,12.0,26.666666666666668,343291.0,1451252,19.840524063336147,57030.0,69122.49728405588,11.741666666666667,38.780509829852804,9.173458503416361,11.143635532513585,14.187937190115598
HI,2021,25.0,23.6,26.4,7314.0,9.5,8.6,10.4,15779.0,61.0,9.0,14.754098360655737,403610.0,1447029,20.55328537224913,61269.0,70928.21663488266,5.966666666666666,39.09467059785437,10.904411729136044,11.169423611273011,14.185023046877893
HI,2022,25.9,24.4,27.4,7280.0,11.7,10.8,12.8,21147.0,101.0,38.0,37.62376237623762,434024.0,1440359,21.134982918078247,63296.0,67845.25823388694,3.2416666666666667,48.7231120859676,14.681756423225043,11.124984776805944,14.180402946036272
HI,2023,26.1,24.6,27.7,7388.0,11.3,10.3,12.4,36251.0,135.0,37.0,27.40740740740741,,1441387,21.64098091429526,67571.0,69564.0236761706,2.8666666666666667,,25.150081137126946,11.150002811478585,14.181116402422509
HI,2024,27.0,25.4,28.6,6251.0,11.5,10.5,12.7,46528.0,144.0,50.0,34.72222222222222,,1446146,22.068473112039865,71573.0,71573.0,2.766666666666666,,32.17379158120964,11.178473186858481,14.184412644792008
ID,2011,27.0,25.3,28.9,5739.0,9.4,8.4,10.4,759.0,20.0,5.0,25.0,,1584272,12.77627414450162,33447.0,46643.50172528128,8.441666666666666,,0.4790843996485452,10.75028889807912,14.27563555378652
ID,2012,26.8,24.8,28.8,5578.0,8.3,7.4,9.4,863.0,19.0,3.0,15.789473684210526,,1595910,13.315646468719498,34812.0,47562.82668348863,7.524999999999999,,0.5407573108759266,10.76980678309007,14.282954664424416
ID,2013,29.6,27.8,31.4,5315.0,8.4,7.5,9.3,1069.0,20.0,1.0,5.0,,1612053,13.787266959085782,35699.0,48070.56089873492,6.9,,0.6631295621173745,10.780425229193863,14.293019079920137
ID,2014,28.9,27.1,30.8,5125.0,7.6,6.8,8.5,1369.0,21.0,1.0,4.761904761904762,,1632248,14.222061154039876,37107.0,49168.8773303896,4.408333333333333,,0.8387205865775299,10.803016127735104,14.305468763745633
ID,2015,28.6,26.9,30.4,5358.0,8.1,7.3,9.0,1642.0,42.0,12.0,28.571428571428573,,1652495,14.635449711700716,38813.0,51368.48702062158,3.908333333333333,,0.9936489974251057,10.846780170440885,14.317796824984793
ID,2016,27.4,25.6,29.3,4880.0,8.9,8.0,9.9,2289.0,40.0,0.0,0.0,287937.0,1684036,15.023224705421717,39653.0,51826.382857317454,3.7083333333333335,7.949655653840944,1.359234600685496,10.855654620157203,14.336703851228119
ID,2017,29.3,27.5,31.2,4623.0,8.7,7.8,9.7,2695.0,40.0,0.0,0.0,292581.0,1719745,15.405003999960378,41197.0,52721.36436875199,3.1833333333333336,9.211124440753158,1.5670927957342513,10.872776048370199,14.357686581984703
ID,2018,28.4,26.3,30.5,3434.0,10.2,9.1,11.4,3595.0,49.0,6.0,12.244897959183673,275069.0,1752074,15.846857027822132,43254.0,54033.96083207612,2.875,13.069448029403532,2.051853974204286,10.897368032166685,14.376310787029421
ID,2019,29.5,27.6,31.4,4925.0,10.3,9.2,11.4,4708.0,42.0,4.0,9.523809523809524,265829.0,1789060,16.29601875529957,45880.0,56294.25447922007,2.8833333333333333,17.710633527568476,2.631549528802835,10.938347757041273,14.397200900218008
ID,2020,31.1,29.4,32.9,5378.0,8.8,7.9,9.8,11865.0,59.0,15.0,25.423728813559322,341917.0,1849415,16.361412061480383,49726.0,60269.775555794535,5.55,34.70140414194088,6.415542211996766,11.006586022491303,14.430379930831402
ID,2021,31.6,30.2,33.0,6177.0,9.8,9.0,10.6,20849.0,70.0,18.0,25.714285714285715,392949.0,1904848,16.628612094253313,55603.0,64368.95705086391,3.5500000000000003,53.05777594547893,10.945230275591543,11.072386762505333,14.459912773333299
ID,2022,33.2,31.7,34.7,5697.0,9.9,9.1,10.8,36212.0,83.0,27.0,32.53012048192771,423216.0,1944299,16.943229731031792,57074.0,61176.065919503024,2.858333333333333,85.56387282144343,18.62470741382884,11.021511312262108,14.480412058759864
ID,2023,31.0,29.4,32.5,6296.0,9.8,8.9,10.7,53460.0,100.0,26.0,26.0,,1971122,17.353732967340697,59220.0,60966.7088263134,3.1833333333333336,,27.121608911066893,11.018083237230238,14.494113481733237
ID,2024,32.7,30.8,34.7,3932.0,9.3,8.3,10.5,47206.0,105.0,22.0,20.952380952380953,,2001619,17.73634818606383,62346.0,62346.0,3.5666666666666664,,23.583908825805512,11.040454795080702,14.509466911055807
IL,2011,27.1,25.4,28.9,5355.0,9.7,8.7,10.9,4844.0,20.0,1.0,5.0,,12867783,12.78838598561723,44075.0,61464.775272573694,9.766666666666667,,0.37644402303022984,11.02621952990951,16.370237303661405
IL,2012,28.1,26.4,29.9,5452.0,9.4,8.4,10.5,7473.0,30.0,7.0,23.333333333333332,,12883029,13.24216564732322,45934.0,62758.55684474799,9.033333333333331,,0.580065448894045,11.047050211757027,16.371421421799614
IL,2013,29.4,27.7,31.2,5490.0,9.9,8.9,10.9,3920.0,42.0,16.0,38.095238095238095,,12895778,13.612857770701837,46735.0,62931.10909555944,9.075,,0.3039754561531689,11.04979590063962,16.372410528940176
IL,2014,29.3,27.6,31.1,4835.0,10.1,9.2,11.2,4414.0,44.0,7.0,15.909090909090908,,12885092,13.991925796782963,48536.0,64312.94985064246,7.158333333333334,,0.3425664325873653,11.071516287314118,16.37158154212848
IL,2015,30.8,29.2,32.4,5081.0,9.9,9.0,10.9,6128.0,91.0,25.0,27.47252747252747,,12859585,14.370925903713944,50688.0,67084.89088968301,5.991666666666667,,0.47653170767174835,11.11371412457446,16.369600005646507
IL,2016,31.6,29.9,33.3,4518.0,10.4,9.4,11.4,11655.0,91.0,28.0,30.76923076923077,2961926.0,12821709,14.794178648561688,51347.0,67110.41486330617,5.883333333333333,3.9349396304971833,0.9090051879979494,11.114094524973531,16.366650307904457
IL,2017,31.1,29.5,32.7,5247.0,11.0,10.0,12.0,20129.0,84.0,17.0,20.238095238095237,2912525.0,12779893,15.213326631384724,53056.0,67897.77673006542,4.958333333333333,6.911185311714062,1.5750523106883603,11.125758569712708,16.36338363442165
IL,2018,31.8,30.2,33.4,4973.0,10.0,9.2,11.0,26079.0,106.0,33.0,31.132075471698112,2867637.0,12724685,15.667321877461667,56077.0,70052.76787303678,4.391666666666667,9.094247284436628,2.049480989116823,11.157004063804482,16.359054365674034
IL,2019,31.6,30.1,33.1,5188.0,11.3,10.4,12.2,32263.0,98.0,17.0,17.346938775510203,2693982.0,12667017,16.157749661379547,57738.0,70843.88982391475,3.975,11.975952326333287,2.5470085024753657,11.168234000382421,16.354512086534815
IL,2020,32.4,30.2,34.6,3271.0,10.6,9.4,12.0,54356.0,99.0,26.0,26.262626262626263,2803129.0,12799088,16.083289775554853,61597.0,74657.87243917218,9.333333333333334,19.391187490836135,4.246865089137601,11.220671255399962,16.364884476351445
IL,2021,34.2,31.8,36.6,2814.0,10.8,9.6,12.2,91529.0,142.0,47.0,33.098591549295776,3128892.0,12700641,16.561892864373654,66852.0,77391.39105379842,6.1000000000000005,29.25284733381657,7.206644137095128,11.25663082669656,16.357163022596072
IL,2022,33.4,31.5,35.3,3730.0,12.0,10.8,13.3,174543.0,181.0,52.0,28.7292817679558,3358376.0,12621821,17.04475847403834,68110.0,73005.25370181433,4.566666666666666,51.97244144193503,13.828670205353095,11.198286686058923,16.35093769943806
IL,2023,36.0,34.1,37.9,4903.0,12.2,11.0,13.5,267901.0,219.0,52.0,23.744292237442924,,12642259,17.49687932563332,71812.0,73930.11304010838,4.4750000000000005,,21.190912162138112,11.210875507565374,16.352555649069192
IL,2024,34.2,33.1,35.3,11116.0,12.8,12.1,13.5,262695.0,219.0,59.0,26.940639269406393,,12710158,17.892793766089387,74564.0,74564.0,4.983333333333333,,20.668114432566455,11.219413095989136,16.35791207424494
IN,2011,30.8,29.5,32.3,8048.0,10.2,9.4,11.0,4707.0,20.0,4.0,20.0,,6517250,13.157814735418564,37681.0,52548.024890433335,8.908333333333333,,0.7222371398979631,10.869482790259708,15.689963065787891
IN,2012,31.4,30.1,32.7,8225.0,10.9,10.2,11.7,7099.0,25.0,5.0,20.0,,6538989,13.60117037486332,39148.0,53487.00272909379,8.216666666666667,,1.0856418323994734,10.887193963726375,15.693293124327592
IN,2013,31.8,30.6,33.1,9770.0,11.0,10.3,11.7,7768.0,21.0,1.0,4.761904761904762,,6570575,13.929173780393098,39435.0,53101.27928069727,7.508333333333333,,1.182240519284842,10.879956298855028,15.698111905657102
IN,2014,32.7,31.6,34.0,10773.0,10.7,10.0,11.3,9375.0,28.0,3.0,10.714285714285714,,6596019,14.287679589670535,40719.0,53954.98197149147,5.95,,1.4213118549234016,10.89590531065806,15.701976843191135
IN,2015,31.3,29.5,33.1,5647.0,11.4,10.4,12.5,14039.0,94.0,25.0,26.595744680851062,,6611442,14.629419384789468,42146.0,55779.667997091616,4.8,,2.123439939426225,10.92916470915752,15.704312342347327
IN,2016,32.5,31.2,33.8,10319.0,11.5,10.8,12.3,23756.0,96.0,33.0,34.375,1355354.0,6637898,14.989729933960817,43143.0,56387.805099569945,4.391666666666667,17.527524174496108,3.5788437845836136,10.940008192468051,15.70830590506988
IN,2017,33.6,32.5,34.7,12973.0,11.8,11.2,12.5,29249.0,84.0,23.0,27.38095238095238,1388042.0,6662068,15.354562754914411,44568.0,57035.36100168795,3.525,21.072128941343273,4.390378483077627,10.951426722918393,15.711940504828672
IN,2018,34.1,32.6,35.6,6885.0,12.5,11.7,13.3,38393.0,107.0,32.0,29.906542056074766,1362774.0,6698481,15.707577511996238,46555.0,58157.651235430334,3.4333333333333336,28.172683071441046,5.7315979548199065,10.970912726856682,15.717391342239232
IN,2019,35.3,34.0,36.7,8017.0,12.4,11.7,13.2,50302.0,103.0,39.0,37.86407766990291,1362756.0,6731010,16.110071535053365,48270.0,59226.758145421816,3.3166666666666664,36.911963697096176,7.473172673937492,10.989128714452503,15.722235764655096
IN,2020,36.8,35.4,38.1,7482.0,11.8,11.1,12.5,68769.0,126.0,45.0,35.714285714285715,1538939.0,6790497,16.05241847705215,51776.0,62754.452382592965,7.383333333333333,44.685981705577674,10.127241054668016,11.046984808781163,15.73103469273248
IN,2021,36.3,35.1,37.5,8664.0,12.1,11.4,12.9,100958.0,146.0,46.0,31.506849315068493,1804821.0,6815907,16.37542035392711,57389.0,66436.52457946565,3.9166666666666665,55.93795728219031,14.812115247464497,11.104002253199903,15.734769703032006
IN,2022,37.7,36.4,38.9,8834.0,12.7,12.0,13.4,143521.0,190.0,69.0,36.31578947368421,2003293.0,6844545,16.738489612474645,58697.0,62915.715409417055,3.0666666666666664,71.64254055697295,20.968669210298128,11.04955125900834,15.73896254261805
IN,2023,37.8,36.6,39.1,9807.0,13.2,12.5,13.9,201718.0,213.0,56.0,26.291079812206572,,6880131,17.14752055579509,61375.0,63185.27109447796,3.4166666666666665,,29.318918491522908,11.053826500671477,15.74414825042593
IN,2024,38.4,37.3,39.5,11576.0,14.3,13.6,15.0,198089.0,228.0,56.0,24.56140350877193,,6924275,17.533814677526497,63980.0,63980.0,4.025,,28.607904798697337,11.066325813503509,15.750543911416173
IA,2011,29.0,27.6,30.3,6898.0,8.2,7.5,8.9,727.0,20.0,2.0,10.0,,3066772,14.912001170183313,40879.0,57007.79463114101,5.583333333333333,,0.2370570749961197,10.950943285382298,14.936136100587373
IA,2012,30.4,29.1,31.8,6769.0,9.7,8.9,10.4,810.0,24.0,7.0,29.166666666666668,,3076844,15.2667002244993,42539.0,58120.04723339432,5.008333333333334,,0.26325676569887846,10.970265930371335,14.939414954286423
IA,2013,31.3,29.9,32.7,7672.0,9.3,8.6,10.1,843.0,26.0,5.0,19.23076923076923,,3093935,15.491298449518396,43009.0,57913.85623389144,4.7250000000000005,,0.27246855541567616,10.96671194812354,14.944954301491107
IA,2014,30.9,29.6,32.3,7572.0,9.5,8.8,10.2,1393.0,23.0,3.0,13.043478260869565,,3110643,15.751994472984396,44120.0,58461.49965819897,4.258333333333334,,0.44781738052229075,10.976123691059424,14.950340015196659
IA,2015,32.1,30.5,33.8,5614.0,8.8,8.0,9.6,2752.0,45.0,12.0,26.666666666666668,,3122541,16.033585348396567,45442.0,60141.87996782227,3.716666666666667,,0.8813335037073973,11.004461715911312,14.954157651400068
IA,2016,32.0,30.5,33.4,6645.0,9.3,8.6,10.1,5074.0,73.0,31.0,42.465753424657535,616899.0,3133210,16.366598889856725,45669.0,59689.28148465011,3.6,8.225009280287372,1.6194254454696622,10.996907743640925,14.957568596095303
IA,2017,36.4,35.1,37.7,7113.0,9.6,8.9,10.3,4387.0,67.0,35.0,52.23880597014925,613797.0,3143734,16.7075098273386,46767.0,59849.50475601194,3.091666666666667,7.147314177162808,1.3954742990342057,10.999588436198533,14.960921823354015
IA,2018,35.3,34.2,36.5,8428.0,10.0,9.3,10.7,4796.0,81.0,35.0,43.20987654320987,616440.0,3149900,17.088985158657703,48773.0,60928.43139739327,2.583333333333333,7.780157030692362,1.5225880186672593,11.017455198571632,14.962881264266153
IA,2019,33.9,32.8,35.1,8938.0,10.3,9.6,10.9,12017.0,73.0,26.0,35.61643835616438,625703.0,3159596,17.487271177283887,49674.0,60949.45067569264,2.6583333333333337,19.20559754388264,3.803334350340993,11.017800122164827,14.965954729288564
IA,2020,36.5,35.3,37.7,8692.0,10.2,9.5,10.9,24032.0,79.0,28.0,35.44303797468354,654517.0,3191141,17.44651111772725,52677.0,63846.49814890778,5.216666666666667,36.71715173173501,7.5308486839033435,11.06423701499044,14.975889091059479
IA,2021,36.4,35.1,37.7,8637.0,9.7,9.0,10.5,33910.0,117.0,38.0,32.47863247863248,730946.0,3198613,17.769328897671276,58242.0,67424.00224010243,3.883333333333333,46.391935929603555,10.601470074685496,11.118756349828026,14.97822783630877
IA,2022,37.4,36.0,38.8,8114.0,11.6,10.8,12.4,46693.0,136.0,54.0,39.705882352941174,785601.0,3202820,18.15394530631592,61226.0,65626.48162013337,2.85,59.43602413948047,14.57871500739973,11.091734576707765,14.97954222969715
IA,2023,37.8,36.4,39.2,8171.0,11.3,10.6,12.1,66935.0,159.0,54.0,33.9622641509434,,3218414,18.54194827430837,62760.0,64611.12201856516,2.958333333333333,,20.797510823654136,11.076141842421624,14.984399249595826
IA,2024,36.6,35.3,38.0,8067.0,11.4,10.7,12.2,69885.0,158.0,61.0,38.607594936708864,,3241488,18.89325653596737,65448.0,65448.0,3.141666666666667,,21.55954302468496,11.089011213193535,14.991543041600515
KS,2011,29.6,28.7,30.4,19619.0,9.5,9.1,10.0,1021.0,37.0,15.0,40.54054054054054,,2869677,13.382991359629786,42889.0,59810.83940250512,6.3500000000000005,,0.3557891706976081,10.998942184424406,14.869710037848296
KS,2012,29.8,28.7,31.0,11238.0,9.5,8.9,10.1,1247.0,35.0,5.0,14.285714285714286,,2886024,13.762158778771004,44913.0,61363.58826943367,5.683333333333334,,0.4320823388856087,11.024571913298612,14.875390334289692
KS,2013,30.0,29.2,30.7,21991.0,9.6,9.1,10.0,334.0,20.0,12.0,60.0,,2894306,14.085932221638776,45669.0,61495.68463218368,5.316666666666666,,0.11539899374841499,11.026722282750299,14.878255916589438
KS,2014,31.3,30.3,32.2,12825.0,10.3,9.8,10.9,2634.0,22.0,2.0,9.090909090909092,,2901861,14.403355215171407,46289.0,61335.54754484071,4.525,,0.907693373321465,11.024114848545954,14.880862813277746
KS,2015,34.2,33.4,35.0,20930.0,9.7,9.3,10.1,1996.0,42.0,19.0,45.23809523809524,,2910717,14.720805852685253,46597.0,61670.50703887624,4.175,,0.6857416918236984,11.029561089759365,14.88391000055079
KS,2016,31.2,30.1,32.3,10947.0,9.4,8.9,10.0,3040.0,48.0,20.0,41.666666666666664,397807.0,2912977,15.09092757397612,46717.0,61059.01515510301,4.05,7.641896698650351,1.0436059055735765,11.019596137025204,14.884686140270167
KS,2017,32.4,31.5,33.2,19783.0,10.5,10.0,11.0,5846.0,42.0,5.0,11.904761904761905,379868.0,2910892,15.51186954148377,48271.0,61774.23063436724,3.641666666666667,15.389556372213505,2.0083190994375606,11.031241576459017,14.883970121386817
KS,2018,34.4,33.2,35.6,9901.0,11.6,10.9,12.3,6162.0,55.0,17.0,30.90909090909091,376392.0,2912748,15.935850785394663,50282.0,62813.51131822378,3.3083333333333336,16.371229994261302,2.115528016841828,11.047925477694555,14.884607523445611
KS,2019,35.2,34.1,36.4,10294.0,10.8,10.2,11.5,7341.0,52.0,15.0,28.846153846153847,359058.0,2912635,16.43365390970411,52156.0,63994.83732820842,3.15,20.445164848018983,2.520398196135115,11.066557692341329,14.884568727713207
KS,2020,35.3,34.0,36.5,9592.0,11.1,10.4,11.8,8963.0,61.0,22.0,36.0655737704918,373765.0,2938172,16.311545359696826,55229.0,66939.61778890272,5.825,23.980308482602705,3.050536183722396,11.111546264992558,14.893298177229056
KS,2021,36.0,35.1,37.0,15933.0,11.1,10.5,11.6,12777.0,78.0,30.0,38.46153846153846,418248.0,2938338,16.695524627440868,59197.0,68529.56046508266,3.4333333333333336,30.5488609628737,4.348376531222752,11.13502047080011,14.893354673346666
KS,2022,35.7,34.4,37.0,10179.0,11.4,10.7,12.2,17380.0,96.0,25.0,26.041666666666668,455392.0,2937324,17.125410363005187,61860.0,66306.04895014293,2.783333333333333,38.164921649919194,5.9169502581261035,11.10203640806262,14.893009520745965
KS,2023,35.9,34.6,37.3,9085.0,11.4,10.6,12.3,28174.0,116.0,19.0,16.379310344827587,,2951500,17.525247717802827,63550.0,65424.42326768349,2.891666666666666,,9.545654751821107,11.088650912192255,14.897824073662882
KS,2024,37.6,36.3,38.8,10027.0,12.5,11.8,13.3,31681.0,141.0,21.0,14.893617021276595,,2970606,17.9026422630576,65975.0,65975.0,3.516666666666667,,10.664827311329741,11.097031161371525,14.904276530369511
KY,2011,30.4,28.9,31.9,10114.0,10.8,10.0,11.6,4159.0,36.0,9.0,25.0,,4370817,13.575441914546015,34607.0,48261.179304775,9.375,,0.9515383508392138,10.784382775365641,15.29046050611932
KY,2012,31.3,29.9,32.7,10570.0,10.7,9.9,11.5,3200.0,45.0,17.0,37.77777777777778,,4387865,14.083252417227808,35630.0,48680.441075856026,8.191666666666666,,0.7292840595597175,10.793032607780548,15.294353334179279
KY,2013,33.2,31.8,34.6,10325.0,10.6,9.9,11.4,2038.0,40.0,16.0,40.0,,4406906,14.453615387122976,35758.0,48150.00746847148,7.916666666666667,,0.4624559725122342,10.782076572334702,15.298683413893897
KY,2014,31.6,30.2,33.1,10442.0,12.5,11.6,13.4,5973.0,47.0,16.0,34.04255319148936,,4416992,14.8875822584786,37225.0,49325.23401578551,6.441666666666666,,1.3522777492012663,10.806191075244195,15.300969479392961
KY,2015,34.6,32.9,36.3,8130.0,13.4,12.4,14.6,9275.0,85.0,31.0,36.470588235294116,,4429126,15.251751847522383,38766.0,51306.28314846614,5.25,,2.0940926042745227,10.845568502186584,15.303712831360462
KY,2016,34.2,32.7,35.6,9583.0,13.1,12.2,14.0,18032.0,82.0,30.0,36.58536585365854,1404915.0,4440306,15.633316492665267,39319.0,51389.84559974945,5.075,12.834940192111267,4.0609813828146075,10.847195875501308,15.306233850952527
KY,2017,34.3,32.6,36.0,8018.0,12.9,11.8,14.0,25703.0,87.0,22.0,25.28735632183908,1476865.0,4455590,16.001266991689985,40403.0,51705.25243563091,4.75,17.403757283163998,5.768708521205946,10.853314649835779,15.309670045584014
KY,2018,36.6,34.9,38.4,8013.0,13.7,12.7,14.8,38194.0,107.0,22.0,20.560747663551403,1481700.0,4464273,16.40017988644668,41658.0,52040.19837107844,4.2,25.777147870689074,8.555480366008082,10.85977174451538,15.311616937087315
KY,2019,36.5,34.7,38.2,7468.0,13.3,12.3,14.5,29783.0,108.0,24.0,22.22222222222222,1460176.0,4472345,16.841461443846907,43466.0,53332.30307745815,4.083333333333333,20.396856269381225,6.659369972575909,10.884297488063613,15.313423437531938
KY,2020,36.6,34.6,38.6,3660.0,13.0,11.8,14.3,46345.0,129.0,45.0,34.883720930232556,1533237.0,4508318,16.767383268497646,47086.0,57069.99661786875,6.449999999999999,30.226899037787373,10.279887088710247,10.952033804267895,15.321434692913869
KY,2021,40.3,38.5,42.2,4986.0,13.8,12.6,15.1,75708.0,163.0,57.0,34.969325153374236,1205972.0,4507583,17.105557076168296,51929.0,60115.74142931698,4.458333333333333,62.77757692550076,16.795697383719833,11.004027006848997,15.32127164764493
KY,2022,37.7,35.6,39.9,3680.0,14.8,13.3,16.3,90890.0,215.0,88.0,40.93023255813954,1174378.0,4519233,17.43443776924707,52606.0,56386.93842662817,4.041666666666667,77.39416099416032,20.11181985969743,10.939992822485115,15.323852847143906
KY,2023,,,,,,,,171223.0,221.0,72.0,32.57918552036199,,4550595,17.767137685905723,55675.0,57317.14815780139,4.25,,37.626508181897094,10.956355127700224,15.330768551608353
KY,2024,37.2,35.5,38.9,6709.0,16.2,15.1,17.4,244281.0,220.0,47.0,21.363636363636363,,4588372,18.08077147424464,58310.0,58310.0,4.816666666666667,,53.23914451574545,10.973528884216202,15.339035835025586
LA,2011,33.4,32.0,34.9,10404.0,11.8,11.0,12.7,4080.0,20.0,0.0,0.0,,4576244,12.543556223475536,38966.0,54340.021174613874,7.341666666666666,,0.8915608520874324,10.903016272649271,15.336389132298542
LA,2012,34.7,33.1,36.4,8656.0,12.2,11.3,13.2,4511.0,28.0,2.0,7.142857142857143,,4602067,13.009592718629444,40662.0,55555.545748707766,6.716666666666666,,0.9802117179084964,10.925138623544834,15.342016108358909
LA,2013,33.1,31.1,35.2,5014.0,11.6,10.6,12.8,3525.0,40.0,4.0,10.0,,4626040,13.35117774878977,40996.0,55203.24699864245,6.375,,0.7619908172000243,10.91877705297439,15.347211768515214
LA,2014,34.9,33.4,36.4,6366.0,11.3,10.5,12.1,3660.0,43.0,9.0,20.930232558139537,,4645938,13.713390853013602,42533.0,56358.63474528959,6.241666666666667,,0.7877849424594129,10.939490741895396,15.351503847410706
LA,2015,36.2,34.3,38.1,4324.0,12.7,11.6,13.9,5718.0,85.0,36.0,42.35294117647059,,4666998,14.092951008028178,42484.0,56227.006481954166,6.266666666666667,,1.2251987251762269,10.937152462841793,15.356026596391043
LA,2016,35.5,33.4,37.7,4868.0,12.1,11.0,13.3,7888.0,79.0,23.0,29.11392405063291,1366269.0,4681346,14.526015653175511,42132.0,55066.43034687159,6.041666666666667,5.773387231943343,1.6849854721270336,10.916295559869994,15.359096233380518
LA,2017,36.2,34.4,38.1,4439.0,13.6,12.4,14.8,19014.0,84.0,25.0,29.761904761904763,1508829.0,4673673,14.987002850717383,43486.0,55650.68453866905,5.125,12.601825654199382,4.068320569282447,10.926849657412745,15.357455830144433
LA,2018,36.8,34.9,38.7,4720.0,14.1,12.9,15.4,36100.0,109.0,41.0,37.61467889908257,1526933.0,4664450,15.46390932009215,45465.0,56795.99642184169,4.825,23.642163736064386,7.739390496199981,10.947221116694065,15.355480486063186
LA,2019,35.9,34.1,37.7,4298.0,12.6,11.5,13.7,47106.0,98.0,36.0,36.734693877551024,1528437.0,4658285,15.985407418943687,47015.0,57686.886973420485,4.633333333333334,30.819719752924065,10.112305279732777,10.962785164509143,15.354157912612658
LA,2020,38.1,36.2,40.1,4320.0,14.1,12.9,15.4,56921.0,108.0,39.0,36.111111111111114,1593721.0,4652301,15.908109093222706,50181.0,60821.252607596136,8.683333333333334,35.715787142166036,12.235020906858779,11.015694556343117,15.352872493880916
LA,2021,38.6,36.7,40.6,4590.0,13.6,12.5,14.9,83088.0,142.0,50.0,35.2112676056338,1744348.0,4627971,16.358181215426967,55112.0,63800.54962838717,5.608333333333333,47.6326971452944,17.953440071253688,11.063517084160775,15.347629101070368
LA,2022,40.1,38.3,41.9,5117.0,14.7,13.6,15.8,154097.0,194.0,65.0,33.50515463917526,1815137.0,4593687,16.854114429990478,55297.0,59271.34802450781,3.633333333333333,84.89552028304199,33.545385221065345,10.989881298314504,15.340193527563528
LA,2023,39.9,38.1,41.7,4912.0,16.1,14.8,17.4,301647.0,249.0,99.0,39.75903614457831,,4588071,17.343650442758452,58859.0,60595.06104032388,3.716666666666667,,65.74593113314943,11.011968667751265,15.33897023226423
LA,2024,39.2,37.4,41.1,4196.0,15.4,14.2,16.7,270169.0,187.0,49.0,26.203208556149733,,4597740,17.772228458842125,61667.0,61667.0,4.275,,58.761260967344825,11.02950422078315,15.34107543638197
ME,2011,27.8,26.8,28.9,12643.0,9.6,9.0,10.2,672.0,20.0,5.0,25.0,,1328473,16.277024633957033,39502.0,55087.49978031097,7.774999999999999,,0.505843927577,10.91667810516224,14.09954072030216
ME,2012,28.3,27.2,29.5,9512.0,9.7,9.0,10.3,776.0,21.0,4.0,19.047619047619047,,1328094,17.037413889265743,39992.0,54640.1403173066,7.208333333333333,,0.5842959910970157,10.908524062274072,14.09925538964604
ME,2013,28.9,27.5,30.2,7791.0,9.6,8.9,10.5,962.0,23.0,3.0,13.043478260869565,,1328543,17.69048304381046,39950.0,53794.75357585535,6.683333333333334,,0.7241015157206052,10.892931224217357,14.09959341098977
ME,2014,28.2,26.9,29.5,8705.0,9.5,8.8,10.2,982.0,23.0,2.0,8.695652173913043,,1331217,18.294225401256107,41137.0,54508.85565365664,5.575,,0.7376708680853685,10.906118456509338,14.101604119400232
ME,2015,30.0,28.6,31.4,8579.0,9.9,9.1,10.7,1368.0,46.0,16.0,34.78260869565217,,1329098,18.842416465605787,42939.0,56829.19290388452,4.391666666666667,,1.0292694744857038,10.94780543225269,14.100011074630622
ME,2016,29.9,28.5,31.3,9554.0,10.6,9.8,11.4,2091.0,46.0,8.0,17.391304347826086,271996.0,1332348,19.41792656344041,44234.0,57813.73967444028,3.7916666666666665,7.687613053133134,1.5694097938376461,10.964981737042228,14.102453357220952
ME,2017,29.1,27.7,30.6,9295.0,10.7,9.8,11.6,2803.0,40.0,0.0,0.0,265584.0,1335743,19.99443970262151,45905.0,58746.37064222054,3.375,10.554099644556901,2.0984575625700455,10.980984653795542,14.104998249304696
ME,2018,30.4,28.9,31.9,10224.0,10.6,9.8,11.4,3629.0,48.0,7.0,14.583333333333334,263143.0,1340123,20.643598450499493,47729.0,59624.24091538727,3.1750000000000003,13.790980569500233,2.7079603887105885,10.995817497130773,14.10827195875933
